-6388545660002684582	EVENT_CREATE_OBJECT	-4185163237277691623	EVENT_FORK	-5182434480647218385	EVENT_EXECUTE	-3846769553778038633	EVENT_FORK	5432941301908163703
-3832575887008287552	EVENT_CREATE_OBJECT	-4185163237277691623	EVENT_FORK	-3442430275422800032	EVENT_EXECUTE	108003145666665265	EVENT_FORK	-2067566085360019418
-6862684931741531631	EVENT_CREATE_OBJECT	7918935391814232306	EVENT_RENAME	4750150227084016048	EVENT_CREATE_OBJECT	-8561751809164583431	EVENT_FORK	-6583793245934229337
4524585497299030846	EVENT_CREATE_OBJECT	-3846769553778038633	EVENT_RENAME	4750150227084016048	EVENT_CREATE_OBJECT	108003145666665265	EVENT_FORK	-3494611901901282447
-3230955249041433376	EVENT_CREATE_OBJECT	-3159763791778131599	EVENT_FORK	5918742540694816257	EVENT_FORK	-2249338642015268822	EVENT_EXECUTE	-1969125804291818472
-1280984052617434303	EVENT_CREATE_OBJECT	-3846769553778038633	EVENT_FORK	3868119999525903417	EVENT_FORK	5272560615040155957	EVENT_EXECUTE	-4429973157611258692
-8162209333636429413	EVENT_CREATE_OBJECT	-1374887748180121604	EVENT_FORK	5267303565104062020	EVENT_EXECUTE	-2752925817012570998	EVENT_RENAME	-3125839427438517144
5460916023707351552	EVENT_CREATE_OBJECT	6922233182552206813	EVENT_EXECUTE	-4386924186695597551	EVENT_FORK	8145035999594492080	EVENT_EXECUTE	-2371596898173200354
-7606440365575657600	EVENT_CREATE_OBJECT	-4185163237277691623	EVENT_FORK	8621789199641224384	EVENT_EXECUTE	7512073830422358729	EVENT_RENAME	-3125839427438517144
-9022191751746042570	EVENT_CREATE_OBJECT	-4185163237277691623	EVENT_FORK	1894673371516514213	EVENT_EXECUTE	8437469550665323582	EVENT_FORK	5096710128408386809
-6099976190533979912	EVENT_CREATE_OBJECT	-4185163237277691623	EVENT_FORK	-4104592554187876852	EVENT_EXECUTE	5816101938546551734	EVENT_RENAME	4528305042248582310
6352698097411889900	EVENT_CREATE_OBJECT	-4185163237277691623	EVENT_FORK	-3442430275422800032	EVENT_EXECUTE	108003145666665265	EVENT_FORK	5864877349917106958
